Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
mencii,"{Ｂ}［他］言及する, ちょっと触れる, 名を挙げる",说起，提及，提到,"[타] 언급하다, (…의 이름을)들다, …에 관해 곁들여 말하다, …을 얘기로 꺼내다. ☞ aludi, citi. ～o 언급, 기술(記述), 기재(記載). ☞ citado, noto. ～inda 언급할 가치가 있는, 대서특필(大書特筆)할만한. honora ～o 가작상(佳作賞).",B,9.0,2.0,5.67,7.33
mendi,"{Ｂ}［他］注文する, あつらえる, 予約する",定购，预定（事后付款）,"[타] 주문(注文)하다, (옷을)맞추다, 발주(發注)하다. ～o 주문, 발주, 맞춤. ～ajxo 주문품(注文品). ～ado <상업> 수요(需要), 주문(注文). ☞ postulado, ofertado. ～ilo 주문서(注文書). ～olibro 주문받은 것을 기록하는 책. antaux～i (책 따위를 출판되기 전에)미리 주문하다, 예약하다. mal ～i [타] 주문을 취소하다.",B,6.0,2.0,5.67,5.83
menso,"{Ｂ}精神, 心, 知力, >>animo, >>spirito, >>intelekto, >>psiko",精神，心灵；智能，智力,"정신(精神), 마음. ☞ animo, cerbo, imago, penso, prudento, sagxo. ～a 정신의, 지성의, 정신적인. la ～a energio(kapablo) 정신력. ～ostato 정신상태, 심리상태, 마음보, 심보. ～o kaj korpo 심신(心身).",C,9.0,3.0,8.79,8.9
mensogi,"{Ｂ}［自］嘘（うそ）をつく, 偽る, 欺く",说谎，撒谎,"[자] 거짓말하다. ～o 거짓말, 거짓행위. ～a 거짓된, 거짓의, 허위의. ～ema 거짓말을 잘 하는. ～ulo 거짓말 장이. ～isto 사기꾼, 협잡꾼.",B,6.0,2.0,5.67,5.83
mentono,"{Ｂ}【解】下あご, 下顎（かがく）, >>makzelo",下巴；下颌,<해부> 턱. duobla～o 이중 턱. ～barbo 턱수염.,C,7.0,3.0,8.79,7.9
menuo,{Ｂ}【料】メニュー; 【情】メニュー,饭菜；菜单,"①메뉴, 음식차림표. ②(메뉴에 적혀 있는)음식들.",C,9.0,3.0,8.79,8.9
meriti,"{Ｂ}［他］（賞賛・非難などに）価する, ふさわしい, 当然である",值得，应得,"[타] …을 받을 만하다, …을 가질 만하다, 가질 자격이 있다, …할 가치가 있다. ～i dankon, gratulon, estimon 감사를, 축하를, 존경을 받을 만하다; ～i atenton 주의를 끌 만하다. ～o 공적, 공로, (사람・사물의)가치, 장점, (군대의)무훈(武勳). ～a 칭송(칭찬・존경)받을 만한, 공로가 있는. ～e, laux～e 공로에 따라, 행위에 따라, 당연히 받을 것으로. ～ajxo 당연히 받아야할 것(상, 벌, 보수 따위). mal～o 비난받을 행동, 결점, 과실(過失). ne～ita 과분한, 분에 넘치는, 부당한. sen～a 공로 없는.",B,6.0,2.0,5.67,5.83
merkredo,{Ｂ}水曜日,星期三,수요일.,A,5.0,1.0,2.54,3.77
metalo,"{Ｂ}金属, 地金; 【化】金属元素",金属,"<화학> 금속(金屬). noblaj ～oj(plateno, oro, argxento) 귀금속(백금, 금, 은 따위). ～a 금속의, 금속제의, 금속성의. ～igi, ～izi 정련(精練)하다, 금속으로 씌우다. ～dona 금속을 함유한(생산하는). ～fadeno 필라멘트, 철사(鐵絲). ～laboristo 정련공(精練工). ～reto 쇠그물, 철망. ～scienco 금속 조직학(組織學), metalografio. du ～ismo <경제> 복본위제(複本位制). mono ～ismo <경제> 단본위제(單本位制).",B,6.0,2.0,5.67,5.83
meti,"{Ｂ}［他］置く, 入れる, 備え付ける, 身につける; （ある状態に）する",放置,"[타] ①놓다, 두다. ～i sur la tablon 탁자 위에 놓다. ②입다, 쓰다, 신다. ～i cxapelon 모자를 쓰다. ③…상태로 하다. ～o 놓음. al～i 추가하다, 덧붙이다. de～i 벗다, 내려놓다. el～i 내놓다. sur～i 덮다.",A,2.0,1.0,2.54,2.27
metio,"{Ｂ}手職, 手仕事; 職業",手工业，手艺,"수공업(手工業), 손으로 일하는 (손놀리는)직업. ☞ ofico, okupo. ～a 수공업의. ～a korporacio 수공업의 동업조합. ～ejo (수공업의)작업장, 공장. ～isto 장인(匠人), 장색(匠色), 기공(技工). ～lernanto 수련생, 연수생, 수습생, 견습사원, 초학자, 초심자. ne～isto 아마추어, 애호가(자).",B,7.0,2.0,5.67,6.33
metodo,"{Ｂ}方法, 方式; 【学】測定法",方法，办法，法,"방법, 방식. ～o de instruado 교육 방법. ☞ maniero, vojo. ～a, laux～a 방법(론)적인, 조직적인, 질서 있는, 정연(整然)한. ～a gramatiko 조직적인 문법; ～a parolado (논리)정연한 연설. ～ologio 방법론, ～iko. rekta ～o <어학> 직접교수법.",B,8.0,2.0,5.67,6.83
metro,"{Ｂ}【単】メートル（長さの単位，m）; メートル尺; 【文】歩格, 韻律",米,"<단위> 미터, 메트르 (길이 단위, m). ～a 미터의. ～o 미터법.",B,7.0,2.0,5.67,6.33
mezo,"{Ｂ}まん中, 中央, 中点; 中間, 中位, 中ほど; 最中, 途中",中间,"①(공간적으로)중간, 한가운데, 중앙. ☞ centro, kerno, sino. ②(시간적으로, 일의 시작과 끝의)중간. tag～o 정오(正午); nokto～o 자정(子正). ③<비유> 중용(中庸), 중도(中道), 타협(절충)책. teni la ～on 중용을 지키다. ～a ①중간(중앙)에 있는. ～a lernejo(duagrada) 중학교. ②보통의, 평범한, 평균의. ～e 보통으로, 중간 정도로, 평균적으로. noto ～e bona (학교의)중간정도의 좋은 성적. ～e de, en la ～o de …의 중간에, …의 한가운데에, 한창 …하는 중에. vekigxi ～e de la nokto 한밤중에 깨어나다. ～ulo (축구・하키 등의)센터포워드, (정치의)중도파. ※접두사로 쓰이면 ‘중간’, ‘지명’따위를 나타낸다. ～agxa 중년(中年)의. ～epoko 중세(中世). ～etagxo 중간층. ～granda 중간정도 크기의. ～maste 반기(半旗)의 위치에. ～muro 경계벽(境界壁). ～nokto, nokto～o 한밤중, 자정(子正). ～nombre 평균적으로. ～nombro 평균수(치). ～osoprano 메조소프라노. ～voje 중도(中途)에. M～-Afriko 중앙아프리카. M～-Ameriko 중앙아메리카. M～-Euxropo 중부유럽.",A,4.0,1.0,2.54,3.27
mezuri,"{Ｂ}［他］計る, 寸法をとる; 測定する; 《転》評価する",量，测量,"[타] ①측정하다, (길이를)재다, (용량을)달다, 치수를 재다. ②<비유> (인물・공적・결과 따위를)평가하다, 판단하다. ～i ies moralajn meritojn 누구의 도의적 공적을 평가하다. ～o ①측량, 측정, 계량. ②치수, 크기, 넓이, 길이, 깊이, 두께. ③<비유> 일정한 (분)량, 정도, 등급, 범위. en tia ～o, ke… …한 분량으로(정도로). ④<비유> 절도(節度), 절제(節制). li ne scias ～on 그는 절도(節度)를 모른다. ⑤<시문> metro ③. ⑥<음악> 소절, 박자(拍子), 운율. dutempa, tritempa ～o 두 템포의, 세 템포의 박자. ☞ takto, tempo, puso. ⑦<인쇄> 행(行)의 길이. ～ajxo (각 부분의 치수를 상세히 기록한)건물의 도면. ～ebla 측량할 수 있는. ～igxi 측정되다, (비유)(깊이・크기를)알아볼 수 있다, 헤아릴 수 있다. ～ilo 도량형(度量衡)(자, 저울, 말, 되 따위). ～isto 측량기사. ～bendo, ～rubando 줄자. ～flakono, ～glaso 계량 글라스. al～i (옷을 맞추거나 맞게 고치기 위해)치수를 재다. cxirkaux～o 둘레의 치수. laux～a 누구의 치수에 맞는(맞춰 만든). ☞ almezurita. laux～e (길이・양 따위를)재어서, 측량해서. laux～e, kiel… …에 비례하여. nekun～ebla 같이 비교하여 잴 수 없는, 비교가 안 되는. ne～ebla 측량할 수 없는, 헤아릴 수 없는. sen～a 한없는, 수없이 많은, 절도 없는. sen～a gxojo 한없는 기쁨. super～a 과도(過渡)한, 너무 큰. angul～i <측지> 각(角)을 재다, 측각(測角)하다. ☞ goniometri, biri. angul～ilo <수학> 측각기(測角器), 각도기, 분도기. egal～a, sam～a 규칙적인, 일정한, 고른, 한결같은. gren～o 부셸(약 30 리터). mam～o (여성의)가슴둘레. pasx～i 걸음걸이로 길이를 재다. plen～e (길이・시간・무게 따위를)최대한으로. pug～o 엉덩이 둘레, 히프. tali～o 허리둘레, 웨스트. ter～i 측지(測地)하다, 토지를 측량하다. ter～a stango 측지용 막대; ter～isto 측지 기사(技士). ☞ geodezio, katastro.",B,4.0,2.0,5.67,4.83
mi,"{Ｂ}［代］私, 僕（ぼく）, あたし",我,"①<일인칭대명사> 나. ②누구의 자신을 뜻하는 명사, (누구의) 자아(自我). ～a ①<소유형용사> 나의, 내 소유의. ②<소유대명사> 나의 것. ～ajxo 나의 것, 나와 관련된 것. ～n 나를, (demandi, peti, informi 따위의 동사 뒤에서)나에게. ～aflanke 나로서는, 내 쪽에서는. <음악> 미 (계명), E.",A,1.0,1.0,2.54,1.77
mielo,"{Ｂ}蜂蜜（はちみつ）, みつ, >>nektaro, >>melaso",蜂蜜，蜜,"꿀[蜜]. ～a 꿀의, 꿀같이 달콤한. ～akvo 꿀물, medo. ～monato 밀월(蜜月). ～roso 감로(甘露). ～vino 벌꿀 주(酒). flor ～o 꽃 꿀, 화밀(花蜜).",C,9.0,3.0,8.79,8.9
mieno,"{Ｂ}（顔の）表情, 顔つき, 顔色; 外見, 態度, ようす",神态，神情，脸色；气色,"①얼굴 표정・모습, 용모, 생김새. ②<의학> (건강・기분을 나타내는)안색(顔色). ☞ fizionomio, ekstero, sxajno, trajtoj, sintenado. ～i [자] …한 표정을 짓다, …하게 보이다(aspekti). ～i kiel malsanulo 환자처럼 보이다. ～leganto 관상가(觀相家), 남의 표정을 잘 읽는 사람. ～ludo 무언극, 손짓 발짓에 의한 표현, mimiko. grav ～a 심각한 표정을 짓는, (표정이)엄숙한・심각한. rigid～a 표정이 굳은. fari ～on kvazaux… 마치 …한 것같이 표정을 짓다.",B,6.0,2.0,5.67,5.83
migri,"{Ｂ}［自］移動する, 遍歴する, 渡り歩く; 移住する; （動物が定期的に）移動する, （鳥が）渡る",漫游，远游；流浪，迁徙,"[자] ①일정한 목적없이 먼 곳으로 가다, 유랑(流浪)하다, 편력(遍歷)하다. ～i tra la lando 전국을 유랑하다. ☞ vojagxi, ekskursi, promenadi. ②(정착하지 않고 이리저리)옮겨 다니며 살다. ☞ vagi. ③<동물> (철새 따위가)이주(移住)・이동하다. ～a 방랑・유랑하는, (철새 따위가) 이동하는, 이주성(移住性)의, (물건을)팔러 돌아다니는. ～aj birdoj 철새; ～a vivo 방랑생활; ～a komizo 외판원, 세일즈맨; ～a laboristo (이 공사판 저 공사판으로)떠돌아다니는 노동자. ～ado 이주(移住), (철새 따위의)이동, 방랑, 유랑. ～anto 방랑자, 유랑자. ～birdo 철새. ～emo 방랑성향(放浪性向). ～emulo 방랑・유랑 벽(癖)이 있는 사람. ～ocxelo <생물> 유주세포(遊住細胞). el～i [자] (모국을 떠나)외국으로 이주하다(이민가다). el～into 이민 간 사람. en～i [자] (타국에서)이주해 오다, 이민(移民) 오다. en～into 이민 온 사람. trans～ado ①(민족의)이주(移住). ②윤회(輪廻). la trans～ado de la animoj 영혼의 윤회. ☞ metempsikozo.",C,8.0,3.0,8.79,8.4
miksi,"{Ｂ}［他］混ぜる, 混合する; 《転》混同する",使混合；配置，调制,"[타] ①섞다, 혼합하다, 배합(配合)하다. ☞ kombino. ②<비유> (～i ion kun io)…을 …과 혼동하다, 착각(錯覺)하다. sin ～i (남의 일에)참견하다, 간섭하다, …에 끼어들다. ～a 혼합된, 혼성된. ※‘miks’를 접두어처럼 사용한다: ～amaso 혼잡, 혼란, 뒤죽박죽, 너절한 무더기, 잡동사니; ～banejo 남녀 혼탕(混湯); ～batalo 접전(接戰), 혼전(混戰), 난투(亂鬪); ～devena 잡종의; ～ebla (액체 따위가)혼합될 수 있는; ～edzigxo 잡혼(雜婚)의; ～rasa 혼혈의, 잡종의; ☞ ge, bunta. ～ado 혼합. ～ajxo 혼합물. ～ilo 혼합기, 믹서. ～ilo por kokteloj 칵테일용 믹서. ～ita 혼합된. ～igxi 혼합되다, 섞이다. ☞ kunfandigxi, interplektigxi. al～ajxo (혼합되어 있는)성분, ingredienco. al～i (섞어서)추가하다, 덧붙이다, 보태다. ☞ alojo. bat～i 강하게 흔들어 섞다. beton ～ilo 레미콘. dis～i 섞어 퍼지게 하다. en ～i sin, en～igxi 자신을 …에 관계(관련)시키다, 끌어넣다. en～igxo 참견, 간섭. fusx～i 혼합하여 질을 저하시키다. inter～i [타] 서로 혼합하다, 뒤섞다. kun～itajxo al～ajxo. mal～i 골라내다, 가려내다. sen～a 순수한, 잡것이 섞이지 않은.",A,6.0,1.0,2.54,4.27
mil,{Ｂ}［数詞］千,千,"<수사> 천(千). ～a 천 번째의. ～o ①숫자 1000. ②천 개(個), 다수(多數). ～obla 천 배(倍)의. ～ono 1000분의 일. jar～o 천년, 십세기.",A,1.0,1.0,2.54,1.77
milda,"{Ｂ}温和な, 優しい, 穏やかな, もの柔らかな",柔和，温和，温柔,"①(촉감・향기・소리 따위가)부드러운, 기분좋은, 상쾌한, (경사가)완만한, (날씨가)온화한. ☞ dolcxa, subtila, kvieta, serena, softa. ②(감정・성격이)온유한, 부드러운, 유순한, 온순한, 다정한. ～e paroli al iu 누구에게 다정하게 말하다. ☞ indulga, serena, trankvila. ～eco 온순, 유순, 부드러움, 다정함, 상냥함, 온화함, (경사의)완만함. ～igi (맛 따위를)순하게 하다, (성격을)온순하게 하다, 부드럽게 하다, (경사를)완만하게 하다. ～iga (성격을)부드럽게 하는, (통증 따위를)경감시키는. mal～a (성격이)무자비한, 거친, 인정이 없는, 냉혹한, 강렬한, (날씨가)혹독한, 엄한. ☞ kruda, brutala. ～akora 마음이 부드러운, 관대한.",B,7.0,2.0,5.67,6.33
miliardo,{Ｂ}十億,十亿（吉）,십억(十億). ☞ biliono. ～ulo 억만장자.,C,8.0,3.0,8.79,8.4
miliono,{Ｂ}百万,百万；一百万,백만(百萬). ～ono 백만분의 일. ～ulo 백만장자.,B,6.0,2.0,5.67,5.83
militi,"{Ｂ}［自］戦争する, 戦う, >>batali",作战,"[자] 전쟁하다, 무기를 가지고 싸우다. ～i kontraux… …에 대항하여 전쟁하다. ☞ batali. ～o 전쟁. malvarma ～o 냉전(冷戰); psikologia ～o 심리전; ～o de religioj 종교전쟁. ～a 전쟁의, 호전적인. ～aj preparadoj 전쟁준비. ～e 전쟁에서, 전쟁으로써, 전쟁의 수단으로, 전쟁을 해서, 군대식으로. ～ajxoj 전쟁행위, 군사(軍事). ～ema 호전적인, 싸움을 좋아하는. ～anto 싸우는 사람, 투사(鬪士). ～estro (문학적 표현으로)장군(將軍). ～ismo 군국주의. ～isto 군인, 병사. ～istaro 군대. ～akademio 사관학교. ～akiri (전쟁을 해서)정복하다. ～akiro 전리품. ～arto 군사기술. ～difektoj <법률> 전쟁피해. ～iro 출정(出征), 원정(遠征), 행군. ～kaptito 전쟁 포로. ～krio 전쟁 표어・함성, batalkrio. ～kriplulo 전쟁불구자. ～legxo 계엄령. ～ludo 전쟁놀이, 모의전(模擬戰). ～mortinto 전사자(戰死者). ～pauxzo 휴전. ～pastoro 군목(軍牧). ～servo 군복무, 병역(兵役). ～tribunalo 군법회의. ～sxipo 군함(軍艦). ～zono 교전지대(交戰地帶). al～i [타] 정복하다, konkeri. kun～anto 전우. per～i 전쟁으로 정복하다. sido ～o 방어전(방어전). ☞ defensivo.",A,2.0,1.0,2.54,2.27
minaci,"{Ｂ}［他］脅す, 脅かす, 脅迫する; （危険が）迫る, ～する恐れがある, 危うく～しそうである",威胁，恐吓,"[타] ①(사람이)위협하다, 협박하다. ②(위험한・무서운 일이)…에게 닥쳐올 징조를 보이다(닥쳐올 것 같다). ～o ①위협, 협박. ②흉조(凶兆), 나쁜 조짐. ～a 위협적인, 불길한. ～ordoni 경고(警告)하다. ～ordono 경고(警告).",B,6.0,2.0,5.67,5.83
mineralo,"{Ｂ}鉱物, >>erco; 無機物, ミネラル",矿物（质）,"광물(鑛物). ☞ erco, roko. ～a 광물의, 광물성의. ～a regno 광물계(界); ～a akvo, ～akvo 광천수(鑛泉水). ～igi ①(물에)광물질을 함유시키다. ②(금속을)광석화(鑛石化)시키다. sen～igxado <의학> 광물질 탈실(脫失), 무기성분 감소.",C,9.0,3.0,8.79,8.9
minimumo,"{Ｂ}最小, 最少, 最低; 【数】最小, 極小, ><maksimumo",最小量，最低限度,"최소량(最小量), 최소액, 최소한도. ☞ maksimumo. ～a 최소한의, 최하의. ～a postulo 최소한의 요구. ～e ①최소한으로. ②적어도. ～igi 최소화하다, 최소한으로 하다.",C,9.0,3.0,8.79,8.9
ministerio,"{Ｂ}（政府の）省, =ministrejo, >>subministerio",部，部委机关（同ministrejo）,"(정부의)부(部), 성(省), ministrejo.",C,9.0,3.0,8.79,8.9
ministro,{Ｂ}大臣,部长，阁员，大臣,"장관(長官), 대신(大臣). la ～o pri la justico 법무부 장관; la ～o de financaj aferoj 재무부 장관; la ～o de internaj aferoj 내무부 장관; la ～o de eksterlandaj aferoj 외무부 장관; la～ de nacia defendado 국방부 장관; senpostena ～o 무임소 장관; la ～o de la edukaj aferoj(klerigado) 교육부 장관; la ～o de laboraferoj 노동부 장관; la ～o de komunikado 체신부 장관. ～aro 내각(內閣), kabineto ③. ～ejo (정부의)부(部), 성(省), ministerio. cxef～o 국무총리, 수상. eks～o 전(前) 장관. sub～o, vic～o 차관.",B,9.0,2.0,5.67,7.33
mino,"{Ｂ}鉱山, 採掘坑; 爆破坑; 【軍】地雷, 機雷",矿，矿山，矿坑；地雷坑；地雷,"①광산, 갱도, 탄광, 탄갱. fer～o 철광(鐵鑛); or～o 금광(金鑛); sal～o 염광(鹽鑛); sxton～o 채석장. ☞ sxakto, galerio. ②<군사,항해> 지뢰(地雷), 기뢰(機雷). ～a 탄광의. ～a laboristo 광부; ～a industrio 광업. ～i [타] 폭약을 장치하기 위해 구멍을 파다, 갱(坑)을 파다. ～ajxo 광석(鑛石). ☞ erco. ～ejo 광산(鑛山), 광업소(鑛業所). ～isto ①광부(鑛夫). ②<군사> 지뢰 부설병. ～ekspluato 광산개발, 채굴. ～forno 화약갱(坑). ～gaso 갱기(坑氣). ～karbo 석탄, sxtonkarbo. ～salo 암염(岩鹽). ～trogo (광석・인부)운반차. ～vejno 광맥(鑛脈). cxirkaux～ajxo 맥석(脈石), 모암(母岩), 폐석(廢石). flos～o 수상(水上) 기뢰. kontraux～i 대갱도(對坑道)를 파서 방어하다. sen～igi 지뢰를 제거하다. sub～i ～i. tra～i 기뢰로 항로를 차단하다. 옛 그리스의 화폐단위. ☞ talanto, drakmo.",C,8.0,3.0,8.79,8.4
minus,"{Ｂ}［接］【数】マイナス（引き算・負数）; 《般》～を差し引いて, ><plus",减；负,"<전치사> ①빼기, 마이너스. ☞ plus. ②음(陰)의, 영하(零下)의. ～ dek gradoj 영하 10도; la ～-poluso 음극(陰極). ～elektro 음전기. ～o 부족액, 결손. ～signo 빼기 부호. ～komplekso 열등 콤플렉스. ～valoro (주식)가격의 하락, 감가(減價).",C,8.0,3.0,8.79,8.4
minuto,"{Ｂ}（時間の）分; 寸時, ごく短い時間; （角度の）分",分钟,"①(시간의)분(分). ②<비유> 매우 짧은 시간, 순간, 잠시, 잠깐. atendu ～on! 잠시 기다리세요!. ③<수학> (각도의)1분도(分度). ～a ①분(分)의. la ～a montrilo (시계의)분침(分針). ②잠시 지속되는, 순간적인. ☞ momenta. ～e 잠시 동안. ～i 정밀하게 시간을 재다. ～atoro <전기> 자동 타임스위치.",A,4.0,1.0,2.54,3.27
miri,"{Ｂ}［自］不思議に思う, 驚く, 驚嘆する",惊奇,"[자] 놀라다, 이상하게(기이하게) 여기다, 경탄하다, 감탄하다. ～o 경탄, 경이, 감탄. ～a 놀라는, 놀라움을 표시하는. ～ajxo 놀라운 것(일). ☞ mirindajxo. ～igi 놀라게 하다, 아연케 하다, 경탄하게 하다, (마음・정신 따위를)뒤흔들다. ～inda 놀라운, 놀랄만한, 신기한, 훌륭한, 굉장한, 희한한, 경이로운. ～indajxo 놀라운 일, 경탄할만한 일, 훌륭한 것, 아주 좋은 것, 기적(奇蹟). la ～indajxoj de la moderna scienco 현대 과학의 기적들. ☞ miraklo. ～infano 신동(神童). ～lando 동화(童話)의 나라. ～laboro 걸작(傑作). ～rakonto 동화(童話). ～signo 감탄부호, ekkria signo.",A,3.0,1.0,2.54,2.77
mis-,"{Ｂ}［接頭辞］（誤り・失敗を示す）, >>misaŭdi",不适当，错误，不准确,"I. <접두사> ‘적합하지 않은’, ‘잘못된’, ‘틀린’, ‘나쁜’ 등의 뜻을 나타낸다. ～auxdi 잘못 듣다; ～citi 잘못 인용하다; ～iri 잘못 가다; ～kalkuli 틀리게 계산하다. II. ‘I’의 뜻을 갖는 독립단어. ～a ①잘못된, 실패한, 적중하지 못한, 착오의, 틀리는. ～a jxeto de lanco 창(槍)을 잘못 던짐. ②나쁜, 악(惡)한, malbona. ～o 틀림, 오류, 착오, 실책(失策); ～e 잘못으로, 착오로; ～ajxo 잘못, 실수, 과오, 오산(誤算), 오차; ～ulo (행동에)실수가 많은 사람.",B,9.0,2.0,5.67,7.33
mistero,"{Ｂ}神秘, 不思議, 謎, 秘密; 【キ】玄義; 【宗】秘儀, 奥義",奥秘,"①신비, 불가사의, 수수께끼. ☞ enigmo. ②<종교> 비의(秘儀), 비전(秘傳), 비법(秘法), 신비(神秘). ～a 신비스러운, 불가사의한, 이상한, 수수께끼 같은. ～e 신비스럽게, 이상하게. ～ajxo 신비한 것(행위・말・사물).",C,8.0,3.0,8.79,8.4
mizero,"{Ｂ}悲惨, 窮状, 困窮, 貧困, 窮乏",极度贫困；苦难,"비참, 불행, 불운, 역경, 고난, 곤궁(困窮), 궁핍(窮乏). ～o sur ～o 설상가상(雪上加霜). ～a ①비참한, 불행한, 불쌍한, 궁핍한, 빈곤한. ②(물리적으로 외관이)나쁜, 조악(粗惡)한, 상태가 나쁜, 초라한, 보잘것없는, 하찮은. ludi ～an rolon 하찮은 역할을 하다. ③도의적으로 악(惡)한, 야비한, 비열한, 파렴치한. ～aj friponoj 야비한 불량배. ～i, esti ～a 비참하다, 빈궁하다, 불쌍하다, 불행하다. ～ulo 비참한 사람, 불쌍(불행)한 사람, 빈궁한 사람, 초라한 사람.",B,7.0,2.0,5.67,6.33
modelo,"{Ｂ}模型, 原型, ひな型, 手本; 《転》模範; 【美】モデル（人）; 【服】ファッションモデル; 【学】（理論の）モデル",模型，模特，写生用的实物,"①본(本), 모형(模型), 원형(原型). ②(그림・조각 따위를 위해 포즈를 잡는)모델, pozisto. ③<비유> 모범, 귀감(龜鑑), 본보기. ☞ tipo, ekzemplo, idealo. ～a 모범적인, 본이 되는, 귀감이 되는. ～a konduto, stilo 모범적인 태도, 문체. ～i [타] ①(점토 따위로)형(型)을 만들다, 모형을 만들다, modli. ②주조(鑄造)하다, muldi. ～igi …을 모범적인 것에 맞추다, 본을 따르게 하다. ～ilo 형(型), 형판(型板), 틀, 본. ☞ sxablono, matrico. ～ino 패션쇼의 모델. ～isto 의상 고안자, 디자이너, 모형 제작자. et～o (비행기・배・가옥・조각품 따위의)축소모형. ～folio, paper～o 지형(紙型).",C,8.0,3.0,8.79,8.4
modera,"{Ｂ}適度の, 手ごろな, ほどほどの; 節度ある, 穏健な, 中庸な",适度，有节制；适中，中等,"①(사람이)절제 있는, 무리 없는, 온건한. ②(사물이)적당한, 알맞은, (바람 따위가)강하지 않은, (가격이)비싸지 않은, 적당한. ～a prezo, postulo 적당한 가격, 요구. ～e 절제 있게, 온건하게, 적당하게, 알맞게. ～e mangxi 적당히 먹다. ～o, ～eco 절제, 억제, 온건, 온당, 적당. ～igi 절제있게 하다, 적당하게 하다, 조절하다. ～igi ies koleron 분노를 절제하다. ☞ mildigi. ～igilo (기계의)조절기, 감속기(減速機), 모더레이터(moderator). ～ismo (프랑스 대혁명 당시의)온건주의. mal～a 무절제한, 과도한, 과격한, 지나친, 극단적인. mal～a apetito 과도한 식욕. ☞ senbrida.",C,8.0,3.0,8.79,8.4
moderna,"{Ｂ}現代の, 現代的な; 近代の, 近代的な",现代，近代,"①근대(近代)의(문예부흥 이후 현대에 이르는 시대). ☞ mezepoka. ②현대(現代)의, 현대적인, 최신・최근의. ～eco 현대(근대)적임, 현대식, (특히 예술에 있어서의)현대성, 근대성. ～igi 현대화・근대화하다, 신식으로 바꾸다. ～ismo ①현대(근대)주의. ②<가톨릭> 현대신학. ～ulo 현대인. mal～a 시대에 뒤진, 낡은. mal ～a modo 구시대의 유행.",B,8.0,2.0,5.67,6.83
modesta,"{Ｂ}控えめな, 謙虚な, 慎み深い; 質素な, 地味な, ささやかな",谦虚，虚心；朴实，简朴,"①(사람이)겸손한, 겸허한. ☞ humila, nepretendema. ②(사물이)검소한, 수수한, 조촐한, 보잘것없는. ～a vivo 검소한 생활; ～a domo 수수한 집. ☞ modera, simpla, meza. ～eco 겸손, 겸양, 검소, 수수함, 조촐함. mal～a 거만한, 건방진, 허영심(자만심)이 강한.",B,8.0,2.0,5.67,6.83
modifi,"{Ｂ}［他］修正する, 一部変更する",修改，修正；订正，改正,"[타] ①수정하다, 변경하다, 고치다, 바꾸다, 변모시키다. ②<문법>* 수식하다, 한정하다. ☞ kvalifiki. ～o, ～ado 수정, 변경. ～ajxo 수정된 것, (문법의)수식(修飾).",C,9.0,3.0,8.79,8.9
modo,"{Ｂ}流行; 【Ｇ】（動詞の）叙法; 【服】モード, ファッション; 【統】モード, 最頻値",时尚，时髦,"①유행(流行), (특히)의상・복장의 유행, 풍(風), 식(式). ☞ furoro, sensacia. ②<문법> 법(法). 예: indikativo(직설법), volitivo(의지법), kondicionalo(조건법), optativo(願望法) 따위. ☞ modalo. ③<통계> 최빈수(最頻數). ④<음악> 선법(旋法), 음계, modalo. ～a 유행의, 유행과 관계되는. ～aj artikloj 유행 상품. ～isto 유행상품 제조(판매)인. ～istino ①유행상품 판매인. ②패션 디자이너, 여성용 의상(모자・장신구) 제조(판매)인. ～ulo 유행을 따르는 사람, 유행에 민감한 사람. eks～a 유행이 지난, 유행에 뒤떨어진. el～igxi 유행이 지나다, 유행에 뒤떨어지다. last ～a 최신 유행의. laux～a 유행에 따른, 유행에 맞는.",B,7.0,2.0,5.67,6.33
moki,"{Ｂ}［他］あざける, 嘲笑する, からかう, 冷笑する",嘲笑，奚落,"[타] 조롱하다, 놀리다, 비웃다, 우롱하다, 빈정대다. ☞ insulti, rikani, kritiki, satiro, sarkasmo. ～a 조롱하는, 비웃는, 빈정대는. ～o 우롱, 냉소, 조소(嘲笑). ～ema 남을 비웃는 버릇이 있는. ～eti 짓궂게 굴다, 약 올리다, (가볍게)놀리다. ～inda 가소로운, 우스운, 우스꽝스러운. ☞ ridinda. ～atajxo 조롱거리, 웃음거리. ～imiti 조롱하며 흉내 내다. ～nomo 별명, 이명(異名). ～okrio 야유하는 소리, 욕설. ～rido 조소(嘲笑).",B,5.0,2.0,5.67,5.33
