Esperanto,Japanese_Trans,Chinese_Trans,Korean_Trans,Level_JP,Level_CN,Level_JP_Num,Level_JP_Scaled,Unified_Level
respondi,"{Ｂ}［他］答える, 返答する, 回答する; ［自］一致する, 釣り合う, 対応する",回答，对应,질문이나 편지 등에 대답하고 회신하다,A,2,1,2.54,2.27
respubliko,{Ｂ}【政】共和国; 共和制,共和制，共和国,"공화국, 공화제",C,8,3,8.79,8.4
resti,"{Ｂ}［自］残る, 残存する; ～のままである, いつまでも～である; 滞在する, 居残る",停留；仍然；剩下,"남다, 머무르다",A,2,1,2.54,2.27
restoracio,"{Ｂ}レストラン, 料理店, 食堂",餐馆，饭店,"레스토랑, 음식점",B,7,2,5.67,6.33
reto,"{Ｂ}網; （道路・電話などの）網, ネットワーク; 【情】（コンピュータ）ネットワーク",网，网络（如：计算机网络，互联网）,"그물；망, 네트워크",B,6,2,5.67,5.83
revi,"{Ｂ}［他］空想する, 夢想する, 夢みる",幻想，梦想；渴望，向往,공상하거나 꿈꾸다,B,8,2,5.67,6.83
revizii,"{Ｂ}［他］検査する; 再検討する, 見直す, 修正する; 【印】校正する, 校訂する, 校閲する; 【法】再審する; 【機】保守点検する",检查；校订，核对,검사하거나 재검토하여 수정하다,C,9,3,8.79,8.9
revuo,"{Ｂ}専門雑誌, 評論雑誌; 評論; 【軍】閲兵, 閲兵式; 【劇】レビュー, 風刺劇",检阅；述评，综述；杂志,전문 잡지,B,8,2,5.67,6.83
rezigni,"{Ｂ}［他］断念する, あきらめる, 放棄する; 辞職する, 退任する",放弃，辞去,포기하다,C,8,3,8.79,8.4
rezisti,"{Ｂ}［自］抵抗する, 反抗する; 耐える; 【理】抵抗を示す, 耐性を示す",抵抗，反抗，抗拒，抵制,저항하다,C,8,3,8.79,8.4
rezoni,"{Ｂ}［自］論理的に考える, 推論する, 推理する; 《転》理屈を言う, 文句を言う",推理，推论；评理；争辩,논리적으로생각하고추리하다,C,9,3,8.79,8.9
rezulti,"{Ｂ}［自］（当然の結果として）起きる, 生じる, 結果になる",是…的结果，由…产生,어떤 일의 결과로 생기다,B,6,2,5.67,5.83
reĝimo,"{Ｂ}【政】政体; 制度, 体制; 【機】作動状態; 【情】モード, >>enŝova, >>superskriba",政体，政治制度；制度,"정치 체제, 또는 일정한 지배 제도",C,9,3,8.79,8.9
reĝo,"{Ｂ}王, 国王; 《転》王者, 第一人者; 【遊】（トランプやチェスの）キング, （将棋の）王将, 玉将",王，国王,"나라를 다스리는 최고 지배자, 국왕",B,5,2,5.67,5.33
ricevi,"{Ｂ}［他］受け取る, もらう, 得る; 受ける, 受け入れる; こうむる, 経験する; 【通】受信する",收到，得到，受,물건·편지·신호 등을 받다,A,2,1,2.54,2.27
ridi,"{Ｂ}［自］笑う, 笑い声を立てる; あざ笑う; （物事が）楽しげな様子を見せる",笑,웃다,A,2,1,2.54,2.27
rifuzi,"{Ｂ}［他］拒絶する, 拒否する, 拒む, 断る, 辞退する, ～しようとしない",拒绝,요구나 제안을 단호히 거절하다,B,6,2,5.67,5.83
rifuĝi,"{Ｂ}［自］避難する, 逃げ込む, 保護を求める; 亡命する",避难，逃亡，寻求庇护,피난하거나 피신하다,C,8,3,8.79,8.4
rigardi,"{Ｂ}［他］見る, 眺める, 注目する, 目を向ける; 確かめる, 注意を向ける; 考える, みなす; 面している, 向いている",看；看待；面向,"보다, 간주하다, 향하다",A,3,1,2.54,2.77
rigida,"{Ｂ}硬直した, こわばった; 融通のきかない, 堅苦しい",硬直的，挺的，僵硬的；执拗的，倔强的,"굳어 뻣뻣한, 융통성 없는",C,9,3,8.79,8.9
rikolti,"{Ｂ}［他］収穫する, 刈り入れる, 採取する; 《転》（報いとして）得る, 受ける",收割，收获；采集,곡식이나 과일을 거둬들이다,B,6,2,5.67,5.83
rilati,"{Ｂ}［自］関係する, 関連がある, かかわる; 交際する",与…有关系；对待,"관계가 있다, 서로 관련되다",B,6,2,5.67,5.83
rimarki,"{Ｂ}［他］気づく, 注目する; （気がついて）言う, 指摘する",觉察，发觉,"깨닫다, 알아차리다",A,3,1,2.54,2.77
rimedo,"{Ｂ}手段, 方法, 方策; （救済・回復のための）対策, 措置",手段，方法,"수단, 방법, 대책",B,3,2,5.67,4.33
rimeno,"{Ｂ}（平たくて細長い）ひも, 帯, 革帯; 【機】ベルト",皮带，皮条,"가죽끈, 가죽띠",C,9,3,8.79,8.9
rimo,"{Ｂ}【文】韻, 脚韻",韵，韵脚,"운, 각운",C,9,3,8.79,8.9
ringo,"{Ｂ}輪, 環; 指輪; 《転》環状のもの",环，圈；戒指,"둥근 고리, 반지",B,7,2,5.67,6.33
ripari,"{Ｂ}［他］修理する, 修繕する; 《転》回復する, 償う, >>rebonigi",修理；弥补，改正,"고장 난 것을 고치다, 수리하다",B,6,2,5.67,5.83
ripeti,"{Ｂ}［他］繰り返す, 反復する; 繰り返して言う; 復唱する",重复,말이나 행동을 되풀이하다,B,5,2,5.67,5.33
ripo,"{Ｂ}【解】肋骨（ろっこつ）, あばら骨; 【植】葉脈, =nervuro; 【織】うね; 【機】リブ, 補強材; 【海】肋材",肋骨；【植】叶脉；【机】肋板，加强筋,"갈비뼈, 【식물】잎맥, 【기계】리브, 보강재",C,8,3,8.79,8.4
ripozi,"{Ｂ}［自］休息する, 休憩する; 静かに横たわる, 横になって休む; （死んで）横たわる, 永眠する",休息,"휴식하다, 쉬다",A,4,1,2.54,3.27
riproĉi,"{Ｂ}［他］とがめる, しかる, 非難する, >>admoni, >>kritiki",责备，指责，谴责,꾸짖거나 탓하며 비난하다,B,6,2,5.67,5.83
riski,"{Ｂ}［他］（生命などを）危険にさらす, 賭ける; ～の危険を冒す; あえて～する",拿…冒险，冒…危险，有…危险,"위험을 무릅쓰고 하다, 모험을 감행하다",C,8,3,8.79,8.4
ritmo,"{Ｂ}リズム, 律動, 周期的変動; 【楽】リズム; 【文】韻律",律动；韵律，格律；节奏,음악적 리듬,C,8,3,8.79,8.4
rivero,"{Ｂ}川, 河川; 流れ",河,"강, 하천",A,4,1,2.54,3.27
rizo,"{Ｂ}【植】イネ（稲）（種）; 《般》米（粒）; 【料】米飯, ライス",稻属植物；稻粒，大米；米饭,"벼에서 얻는 곡물, 쌀",B,7,2,5.67,6.33
riĉa,"{Ｂ}金持ちの, 富んだ, 裕福な; 豪華な, 高価な; 豊かな, 豊富な",富裕，丰富,돈과 재산이 많아 넉넉한,A,2,1,2.54,2.27
robo,"{Ｂ}【服】ローブ, 式服, 法服, ガウン; （女性用の）ドレス, ワンピース",无袖长衫，长袍；（妇幼）长外衣，连衣裙，长罩衫,"긴 겉옷, 로브·법복·드레스류",C,8,3,8.79,8.4
roko,"{Ｂ}岩, 岩石; 岩山, 岩礁",岩石,"바위, 암석",C,7,3,8.79,7.9
rolo,"{Ｂ}【劇】役割, 役; 《転》役割, 役目",角色，脚色；职责，作用，影响,"역할, 임무",B,9,2,5.67,7.33
romano,"{Ｂ}小説, 長編小説, ロマン; 【史】ロマンス（中世の騎士物語） / 【史】ローマ人; ローマ市民",长篇小说；传奇故事,장편 소설,B,9,2,5.67,7.33
rompi,"{Ｂ}［他］破壊する, 壊す, 割る, 折る, 破る; 断つ, 断絶する; 《転》（勇気・無関心などを）打ち破る, 打ち砕く",打破，毁坏,"깨뜨리다, 부수다",A,4,1,2.54,3.27
rondo,"{Ｂ}円, 円形, 輪; 仲間, 集まり, サークル（会）",圆；团体,"원, 동그라미, 둥근 모양",B,4,2,5.67,4.83
ronki,"{Ｂ}［自］いびきをかく; ごうごううなる, >>grunti",打鼾，发呼噜声,코를 곤다; 큰 코고는 소리가 나다,C,8,3,8.79,8.4
rosti,"{Ｂ}［他］【料】焼く, あぶる, ローストする, 煎る; 《転》強い熱にさらす",烤，烧，烤制,고기 등을 불에 직접 구워 익히다,C,8,3,8.79,8.4
rozo,{Ｂ}バラ（の花）; 【植】バラ（薔薇）（属）; 《転》バラの花の形をしたもの; 【建】バラ窓; （羅針盤の）方位盤; （じょうろの）散水口,蔷薇属植物（玫瑰、月季等）,"장미, 장미꽃",B,4,2,5.67,4.83
rubando,"{Ｂ}リボン, テープ, ひも, 帯状のもの; （勲章の）綬（じゅ）",丝带，绸带，带子；佩带，绶带,"리본, 좁고 긴 띠",C,9,3,8.79,8.9
ruino,"{Ｂ}廃墟, 破壊の跡; 遺跡; 《転》崩壊した状態",遗址，废墟,"폐허, 유적",C,9,3,8.79,8.9
ruli,{Ｂ}［他］転がす; （波などを）うねらせる; （音などを）ふるわせる; 【情】（プログラムを）実行する,滚动，转动,물체를 굴리거나 굴러가게 하다,B,5,2,5.67,5.33
ruza,"{Ｂ}ずるい, 悪賢い, 狡猾な, 抜け目ない",狡猾，奸诈,"교활한, 약삭빠른",B,7,2,5.67,6.33
ruĝa,"{Ｂ}赤い, >>skarlata, >>punca, >>roza; 《転》左翼の",红色,"붉은, 빨간",A,2,1,2.54,2.27
sabato,{Ｂ}土曜日; （ユダヤ教の）安息日,星期六,토요일,A,5,1,2.54,3.77
sablo,{Ｂ}砂; 【医】尿砂,沙，砂,"모래, 모래알",B,7,2,5.67,6.33
sagaca,"{Ｂ}明敏な, 賢明な, 巧妙な, 抜け目のない",有洞察力，机敏，精明,명민하고 영리한,C,8,3,8.79,8.4
sago,"{Ｂ}矢; 矢印; 【数】矢, 矢線",箭，箭头，（弓形的）高,활에서 쏘는 화살,C,9,3,8.79,8.9
sako,"{Ｂ}袋; かばん, バッグ",袋，口袋,"주머니, 가방",B,5,2,5.67,5.33
salajro,"{Ｂ}給料, 給与, 賃金",工资，报酬,"급여, 봉급",C,7,3,8.79,7.9
salato,{Ｂ}【料】サラダ; 《転》ごたまぜ,色拉,샐러드,C,9,3,8.79,8.9
saliko,{Ｂ}【植】ヤナギ（柳）（属）,柳属植物,버드나무속 식물,C,9,3,8.79,8.9
salo,"{Ｂ}塩; 【料】食塩; 【化】塩（えん）; 《転》ぴりっとした味, 機知",盐，食盐,"소금, 식염",B,6,2,5.67,5.83
salono,"{Ｂ}サロン, 広間, 客間; 名士の集い, 社交界; （定期的な）美術展",客厅；沙龙,응접실,B,8,2,5.67,6.83
salti,"{Ｂ}［自］跳ぶ, 跳び上がる, 跳躍する; 飛び移る, 飛びのく; 《転》飛躍する; 《転》急増する",跳,위로 뛰어오르거나 뛰어넘는 동작,B,4,2,5.67,4.83
saluti,"{Ｂ}［他］挨拶する, 会釈する, お辞儀する, 敬礼する; 《転》敬意を表する, 歓迎する",问候，致意，打招呼；敬礼,상대에게 인사하거나 예의를 표하다,A,4,1,2.54,3.27
sama,"{Ｂ}同一の, 同じ; 同種の, 同様の",同样的，相同的,"같은, 동일한",A,2,1,2.54,2.27
sana,"{Ｂ}健康な, 健やかな, 丈夫な, 元気な; 《転》健全な",健康；未变质,"건강한, 병이 없는",A,4,1,2.54,3.27
sandviĉo,{Ｂ}【料】サンドイッチ,三明治，夹心面包片,샌드위치,C,9,3,8.79,8.9
sango,"{Ｂ}血, 血液; 《転》血統, 血筋; 《転》熱血, 血気; 《転》流血, 殺傷",血；血统,"피, 혈액",B,4,2,5.67,4.83
sankta,"{Ｂ}【宗】神聖な, 聖なる; 《転》尊重すべき, 神聖不可侵の",圣的，神圣,"신성한, 거룩한",B,6,2,5.67,5.83
sapo,{Ｂ}石鹸（せっけん）,肥皂,비누,B,6,2,5.67,5.83
sata,"{Ｂ}満腹した, 食い足りた; 《転》満ち足りた",饱，满足,배부른,A,4,1,2.54,3.27
savi,"{Ｂ}［他］救う, 救助する, 救命する; （破壊などから）守る, 保全する; 【宗】救済する",救，挽救,"위험에서 구해내다, 목숨을 구하다",B,6,2,5.67,5.83
saĝa,"{Ｂ}賢い, 賢明な, 聡明な, 思慮深い, 利口な, >>prudenta, >>inteligenta",聪明，明智，有理智的,"현명하고 지혜로운, 사려 깊은",A,5,1,2.54,3.77
saŭco,{Ｂ}【料】ソース（液状の調味料の総称）,调味汁，酱汁,"소스, 액체 양념",C,8,3,8.79,8.4
sceno,"{Ｂ}【劇】場; 《転》場面, 光景, シーン; 《古》=scenejo",舞台，场，场次,연극이나 공연이 이루어지는 무대,B,7,2,5.67,6.33
scienco,"{Ｂ}科学, 学問; ～学; 自然科学, 理科",科学；自然科学,"학문, 특히 자연과학",B,6,2,5.67,5.83
scii,"{Ｂ}［他］知っている, 知識がある; 心得ている, ～できる",知道，了解,사실이나 정보를 알다,A,2,1,2.54,2.27
se,"{Ｂ}［接］もし～なら, ～の場合",如果，假如,만약 ~라면,A,1,1,2.54,1.77
sed,"{Ｂ}［接］しかし, だが, けれども, >>tamen, >>kontraŭe, >>male, >>kvankam",但是,앞말과 반대되거나 대조되는 내용을 잇는 말,A,1,1,2.54,1.77
segi,{Ｂ}［他］のこぎりで引く,锯，锯开,톱으로 자르다,C,8,3,8.79,8.4
seka,"{Ｂ}乾いた, 乾燥した, 水気のない, 干からびた; 《転》無味乾燥な, そっけない, 情のない",干；无味，无作料的,"마른, 물기 없는, 건조한",B,5,2,5.67,5.33
sekcio,"{Ｂ}部, 課, 部門, 部会, セクション, >>fako; （文書の）節, 段, （バス路線などの）区間",组，科，室，股，处,"기관의 부서, 과",C,9,3,8.79,8.9
sekretario,{Ｂ}書記; 幹事; 秘書,秘书，书记,비서,C,8,3,8.79,8.4
sekreto,"{Ｂ}秘密, 内緒（ないしょ）, 機密; 秘訣（ひけつ）, こつ",秘密，奥秘，秘诀,"숨겨 둔 일, 남에게 알리지 않은 사실",B,6,2,5.67,5.83
sekso,"{Ｂ}性, 性別; （総称として）男性, 女性; 性に関する事, セックス; 《古》=genro（文法的性）",性，性别,"사람의 성별, 남녀의 구분",C,8,3,8.79,8.4
sekundo,{Ｂ}秒（時間・角度の単位）,秒,시간·각도의 초,B,7,2,5.67,6.33
sekura,"{Ｂ}安全な, 安心できる, 危険のない, ><danĝera; （攻撃や災害に対して）確固とした, 安定した",安全；牢固，可靠,"안전한, 위험이 없는",C,9,3,8.79,8.9
sekvi,"{Ｂ}［他］後について行く, つきまとう; 従う, 追従する; 次に来る, 後に続く; （議論などに）ついていく, 注意して聴く",跟随；遵循,"뒤따르다, 따라가다",A,2,1,2.54,2.27
semajno,"{Ｂ}週, 一週間",星期，一周,"한 주, 일주일",A,3,1,2.54,2.77
semo,"{Ｂ}【植】種子; 《転》種（たね）; 子だね, =spermo; 《転》子孫, 血族",种子,"식물의 씨앗, 종자",B,6,2,5.67,5.83
sen,{Ｂ}［前］～なしで,没有，无,"없음, ~없이",A,1,1,2.54,1.77
senco,"{Ｂ}意味; 意味合い, センス（方向は direkto を用いる）",意义、含义,"뜻, 의미",B,5,2,5.67,5.33
sendi,"{Ｂ}［他］（物を）送る, 発送する; （人を）送り出す, 派遣する; 《転》投げかける, 向ける",派出，发出，寄送,"사람이나 물건을 보내다, 발송·파견하다",A,2,1,2.54,2.27
senso,"{Ｂ}【生】感覚（機能，五感の各々）, 知覚; 《般》感覚, センス",感觉，官能,"감각, 지각",C,8,3,8.79,8.4
senti,"{Ｂ}［他］（体で）感じる, 感じ取る, =sensi; （心で）感じる, （感情を）抱く; （なんとなく）思う, 意識する",觉得；感受,"감각이나 감정으로 느끼다, 느낌을 갖다",A,3,1,2.54,2.77
sep,{Ｂ}［数詞］七,七,"일곱, 칠",A,1,1,2.54,1.77
septembro,{Ｂ}９月,九月,9월,A,5,1,2.54,3.77
serena,"{Ｂ}晴朗な, 晴れ晴れした; おだやかな, うららかな, のどかな",宁静，晴朗；安详，从容,"날씨가 맑고 평온한, 마음이 차분한",C,8,3,8.79,8.4
serio,"{Ｂ}連続, ひと続き, 続き物, シリーズ; 【化】系列; 【理】直列, >>paralelo; 【数】級数; 【地質】統（とう）",一系列，一组；合订本,"연속된 것, 일련으로 이어짐",B,6,2,5.67,5.83
serioza,"{Ｂ}まじめな, 謹厳な; 本気の, 真剣な; 重大な, 深刻な",严肃，认真；重要,"진지하고 근엄한, 심각한",B,5,2,5.67,5.33
serpento,{Ｂ}【動】ヘビ（蛇）; 《転》陰険な人; 【楽】セルパン（古い管楽器）,"蛇；《转》阴险的人","뱀, 《전》음흉한 사람",C,6,3,8.79,7.4
seruro,"{Ｂ}錠, 錠前, >>ŝlosilo",（门）锁,"자물쇠, 잠금장치",C,7,3,8.79,7.9
servi,"{Ｂ}［自・他］仕える, 尽くす, 奉仕する; ［自］役立つ, 使用される",为…服务，有用于,"남을 위해 일하다, 봉사하다",A,4,1,2.54,3.27
serĉi,"{Ｂ}［他］捜す, 捜索する, 探す, 探索する; 求める, 探し求める, 追求する",寻找；探索,"원하는 대상을 찾다, 구하다",A,3,1,2.54,2.77
ses,{Ｂ}［数詞］六,六,여섯,A,1,1,2.54,1.77
severa,"{Ｂ}厳しい, 厳格な; 容赦のない, 過酷な; 猛烈な, 深刻な; 《転》簡素な, 無駄のない",严厉，严酷，严格,"엄격한, 가혹한",B,7,2,5.67,6.33
sezono,"{Ｂ}季節（春夏秋冬，乾季・雨季）; 時季, 時期, 活動期, シーズン","季节；时期，活动期","계절, 시즌, 시기",B,6,2,5.67,5.83
seĝo,"{Ｂ}いす, 腰掛け, 座席; 席, 議席",椅子,의자,A,4,1,2.54,3.27
si,{Ｂ}［代］自分,第三人称反身代词,자기 자신,A,1,1,2.54,1.77
sidi,"{Ｂ}［自］座っている; 腰掛けている; 止まっている, じっとしている; （ある状態に）ある; （ある場所に）いる, 位置する; （服などが）似合っている",坐着；位于；坐落；（衣服）合身,"앉다, 앉아 있다, 자리잡다, 위치하다, （옷이）맞다",A,2,1,2.54,2.27
signalo,"{Ｂ}信号, 合図; 標識; 【電】信号",信号，信号装置,신호,C,8,3,8.79,8.4
signifi,"{Ｂ}［他］意味する, 表す; 等価である; ～の現れである, ～の兆しである; 意味がある",义为；意味着；预示,의미하다,B,7,2,5.67,6.33
signo,"{Ｂ}しるし, 目印; 合図, 身ぶり; 記号, 符号; 【情】文字, =karaktero",标记；征兆；痕迹；踪迹；符号,"표시, 신호, 기호, 징조",B,6,2,5.67,5.83
silenti,"{Ｂ}［自］黙っている, 口をつぐむ; 静かにしている, 音を立てない; 《転》休止している",沉默,"말하지 않고 조용히 있다, 침묵하다",A,4,1,2.54,3.27
silko,"{Ｂ}絹, 絹糸, 絹織物, シルク",丝，丝绸,"비단, 명주",C,8,3,8.79,8.4
simila,"{Ｂ}よく似た, 類似の; 【数】相似の",相似，像那样的,"서로 닮은, 비슷한",A,5,1,2.54,3.77
simio,{Ｂ}【動】サル（猿）,猿，猴,원숭이,C,8,3,8.79,8.4
simpatio,"{Ｂ}共感, 同感, 好感, =kunsento; 同情, 思いやり",同情，同感，好感,"공감, 호감, 동정",C,8,3,8.79,8.4
simpla,"{Ｂ}単純な, 簡単な; 単一の; 単なる, ただの; 簡素な, 飾りけのない; 純朴な, お人よしの",单一；简单,"단순한, 간단한",A,3,1,2.54,2.77
sincera,"{Ｂ}誠実な, 率直な; 真心のこもった, 本心からの",真诚，真挚，诚恳,진실되고 솔직한,B,7,2,5.67,6.33
sindikato,"{Ｂ}組合, 労働組合; 【経】シンジケート",工会，联合工会；辛迪加,노동조합,C,9,3,8.79,8.9
sinjoro,{Ｂ}紳士; 主人; 【史】領主; （敬称）～様,先生；老爷,남성에 대한 공손한 존칭,A,2,1,2.54,2.27
sistemo,"{Ｂ}体系, システム, 系統; 制度, 組織, 方式; 【理】系; 【学】単位系",体系，系统，制度,"유기적으로 짜인 전체 구조, 체계",B,8,2,5.67,6.83
situacio,"{Ｂ}事態, 局面, 情勢; （社会的）位置, 立場, 状況; 【劇】場面, シチュエーション",（常指不利的）处境，状况，局面,"형편, 처지, 상황",B,9,2,5.67,7.33
skalo,"{Ｂ}尺度, 目盛, 縮尺; 《転》規模, スケール; 【楽】=gamo（音階）",等级，刻度，比例（尺）,"눈금, 척도",C,7,3,8.79,7.9
skatolo,"{Ｂ}手箱, 箱, 筒, 缶; 容器, ケース",盒，箱，匣,"상자, 용기",B,6,2,5.67,5.83
skio,{Ｂ}【運】スキー（板）,滑雪板,스키 타는 데 쓰는 판,C,9,3,8.79,8.9
sklavo,"{Ｂ}奴隷; 《転》奴隷, とりこ",奴隶，奴才,노예,C,8,3,8.79,8.4
skrapi,"{Ｂ}［他］削り取る, かき落とす, こそげる; きいきい鳴らす",刮，擦,긁어내다,C,6,3,8.79,7.4
skribi,"{Ｂ}［他］書く, 記す; 書き表す, 記述する; 手紙を書く; 【情】書き込む",写,"글을 쓰다, 적다",A,2,1,2.54,2.27
skui,"{Ｂ}［他］揺さぶる, 揺り動かす; （頭などを）振る; 《転》衝撃を与える, 動揺させる",摇撼，震动，摆动，使战栗；震动；动摇,강하게 흔들어 크게 동요시키다,C,8,3,8.79,8.4
skulpti,"{Ｂ}［他］彫刻する, 彫る",雕塑，雕刻,조각하다,C,7,3,8.79,7.9
sobra,"{Ｂ}（飲食を）節制した, しらふの; 節度ある, 落ち着いた",饮食有度；清醒，冷静,절제 있는,C,8,3,8.79,8.4
sociala,{Ｂ}社会的な; 社会福祉の,社会的,사회적인,C,9,3,8.79,8.9
societo,"{Ｂ}会, 協会, 団体, 仲間; 社交界; 会社",会，社，社团，团体,"협회, 단체",B,7,2,5.67,6.33
socio,"{Ｂ}社会, 世間; （生物）社会",社会,사회,B,7,2,5.67,6.33
sofo,"{Ｂ}ソファー, 長いす",长沙发,"소파, 긴 의자",C,9,3,8.79,8.9
soifi,{Ｂ}［自］のどが渇く; ［他］渇望する,渴；渴望,목마르다,B,6,2,5.67,5.83
sojlo,"{Ｂ}【建】敷居; 門口; 【理】しきい値; 《転》始まり, 出発点",门槛，槛,"문턱, 시작점",C,8,3,8.79,8.4
sola,"{Ｂ}唯一の, ただ一つの; ひとりきりの, 単独の",独自的；唯一的,"하나뿐인, 유일한",A,3,1,2.54,2.77
soldato,"{Ｂ}兵士, 軍人",士兵,군인,B,6,2,5.67,5.83
solena,"{Ｂ}荘厳な, 盛大な; 厳粛な, おごそかな, 重々しい; （宗教的）形式にのっとった, 正式の",庄严，肃穆；隆重，盛大，庄重,"장엄하고 엄숙한, 성대하게 거행되는",C,9,3,8.79,8.9
solidara,"{Ｂ}連帯の, 連帯した; 【法】連帯責任のある",连带责任的，共同负责的,"연대된, 공동 책임의",C,9,3,8.79,8.9
solvi,"{Ｂ}［他］解決する, 解く; 溶解させる, 溶かす",溶解；解决，解答,문제를 풀거나 해결하다,B,7,2,5.67,6.33
somero,"{Ｂ}夏, 夏季",夏天,여름,A,4,1,2.54,3.27
soni,"{Ｂ}［自］音がする, 音を立てる, 鳴る; ひびく, 聞こえる, 感じられる; （時などを）告げる",发声,"소리가 나다, 울리다",A,3,1,2.54,2.77
sonĝi,{Ｂ}［自・他］夢を見る（pri〜/ion）,梦见,꿈을 꾸다,B,7,2,5.67,6.33
sopiri,"{Ｂ}［自］（失ったものを）懐かしむ, 恋しがる; （ないものに）あこがれる, 切望する",怀念，想念；向往，渴望,잃은 것을 그리워하거나 간절히 바라다,C,8,3,8.79,8.4
sorbi,"{Ｂ}［他］（液状のものを）すする, 吸う, 飲む, 吸い込む; 吸い取る, 吸収する; 《転》（思想などを）吸収する",吸进；吸入，吸收,액체를 빨아들이거나 흡수하다,C,9,3,8.79,8.9
sorto,"{Ｂ}運, 運命, 天運, 巡り合わせ",命运，天数,"운명, 팔자",C,6,3,8.79,7.4
sorĉi,{Ｂ}［他］魔法にかける; 《転》魅惑する,施用魔术、巫术；为…所陶醉,"마법을 걸다, 요술을 부리다",C,8,3,8.79,8.4
sovaĝa,"{Ｂ}野生の; 未開の; 野蛮な; 《転》粗野な, 粗暴な",野生，原始,야생의,B,8,2,5.67,6.83
spaco,"{Ｂ}空間, 虚空, 広がり, スペース; 【理】空間",空间；太空,물체가 차지하거나 비어 있는 공간,B,7,2,5.67,6.33
speciala,"{Ｂ}特別の, 特殊な, 専門の, >>aparta, >>faka",特别，专门；专用,보통과 다른 특별한,B,6,2,5.67,5.83
specimeno,"{Ｂ}見本, サンプル, 標本; 【統】標本",货样，样品；实例；样本,"견본, 샘플, 표본",C,9,3,8.79,8.9
speco,"{Ｂ}種類, 種（しゅ）; 【生】=specio（種）",种类，品种,"종류, 품종",B,4,2,5.67,4.83
spegulo,"{Ｂ}鏡, 姿見; 《転》反映",镜子,거울,C,6,3,8.79,7.4
sperta,"{Ｂ}経験を積んだ, 熟練した; 経験に基づく",有经验，熟练,경험 많고 숙련된 사람,A,6,1,2.54,4.27
spezi,{Ｂ}［他］出納する,转帐,돈을 출납하다,B,6,2,5.67,5.83
spico,"{Ｂ}【料】香辛料（原料）; 薬味, 調味料, >>kondimento",香料,"요리에 쓰는 양념, 향신료",C,6,3,8.79,7.4
spiko,{Ｂ}【植】穂（ほ）; 【植】穂状花序（すいじょうかじょ）,穗；穗状花序,"이삭, 수상화서",C,9,3,8.79,8.9
spiri,"{Ｂ}［自］呼吸する, 息をする; ひと息つく; 《転》発散する, 表す, =el〜",呼吸,"숨을 쉬다, 호흡하다",B,5,2,5.67,5.33
spirito,"{Ｂ}精神, 霊, 心; 魂, 霊魂, 亡霊; 精, 精霊; 気風, 気質, >>menso, >>animo, >>fantomo",精神（反：物质），灵魂,"정신, 영혼, 기풍",B,5,2,5.67,5.33
sporto,"{Ｂ}スポーツ, 運動競技",体育运动和游戏,스포츠,B,8,2,5.67,6.83
sprita,"{Ｂ}機知に富んだ, 才気のある, 気のきいた",机智，风趣，诙谐,재치 있고 기지 있는,C,8,3,8.79,8.4
spuro,"{Ｂ}足跡, =piedsigno; 痕跡; 【理】飛跡",足迹；痕迹，遗迹，迹象,"발자국, 흔적",C,9,3,8.79,8.9
stacio,"{Ｂ}駅, 停車場; 保養地, 滞在地; 放送局, 電話局, 観測所; 局, 署, 所, 施設",车站；站，台，局,"역, 정거장",B,4,2,5.67,4.83
stadio,"{Ｂ}（発展の）段階, 程度, 時期; 【史】スタジオン（=約180m）; =〜no",一站路；阶段，时期,"발전 과정의 한 단계, 시기",C,9,3,8.79,8.9
stalo,"{Ｂ}厩舎, 畜舎, 家畜小屋; 馬小屋, うまや",厩，畜舍,"외양간, 마굿간, 축사",C,7,3,8.79,7.9
standardo,"{Ｂ}（国家・軍隊などを象徴する）旗, 国旗, 軍旗, 連隊旗, 団旗; 《転》旗印, >>flago",国旗，党旗等,"국가·군대를 상징하는 깃발, 국기, 군기",C,7,3,8.79,7.9
stango,"{Ｂ}棒, さお, 柱, >>bastono, >>vergo, >>fosto",竿，杆，柱，棒，棍，柄,"막대기, 장대, 기둥",C,8,3,8.79,8.4
stano,{Ｂ}【化】スズ（錫）（原子番号50の金属元素）,锡,금속 원소 주석,C,9,3,8.79,8.9
stari,"{Ｂ}［自］立っている; ある, いる; 立ち止まっている, 静止している; （ある状態に）ある",站着,"똑바로 서 있다, 그대로 어떤 상태에 있다",A,2,1,2.54,2.27
stato,"{Ｂ}状態, 様子, 有様, 身分, >>situacio; 【化】（物質の）態（固体・液体・気体）",境况，状态；地位,"사물이나 사람의 상태, 형편",B,4,2,5.67,4.83
statuo,"{Ｂ}立像, 彫像",雕像，塑像，铸像,"조각상, 동상",C,9,3,8.79,8.9
staturo,"{Ｂ}身長, 背丈",身材，身长，身段，体高,"키, 신장",C,9,3,8.79,8.9
stelo,"{Ｂ}【天】星; 星印, 星形; 【Ｅ】ステーロ（仮想の通貨単位）","星；星号，星形","별, 별표, 별 모양",B,5,2,5.67,5.33
sterni,"{Ｂ}［他］敷く, 敷き広げる; 横たえる, なぎ倒す; 《転》広げる, 繰り広げる",铺开，展开；平放,이불·천·물건을 바닥에 깔아 펼치다,C,7,3,8.79,7.9
stilo,"{Ｂ}文体; 【建】【服】様式; 流儀, スタイル",文笔，文风，风格,문체,C,8,3,8.79,8.4
